test_family,varying_factor,level_a,level_b,conditioning_factor,conditioning_level,fixed_model,fixed_prompt,fixed_parser,n_a,n_b,successes_a,successes_b,failures_a,failures_b,recall_a,recall_b,recall_a_pct,recall_b_pct,difference,difference_percentage_points,odds_ratio,chi_square,degrees_of_freedom,minimum_expected_count,test_used,p_value,p_holm,p_fdr_bh
between_year_num_within_obfuscation_clean,year_num,2023,2025,obfuscation_clean,no,Llama,label,P2,40,40,29,22,11,18,0.725,0.55,72.5,55.00000000000001,0.17499999999999993,17.499999999999993,0.46360153256704983,2.6504394861392835,1.0,14.5,Pearson chi-square,0.10352127243468337,1.0,0.19111619526403084
between_dataset_clean_within_obfuscation_clean,dataset_clean,nazario,spam_archive,obfuscation_clean,no,Qwen,label,P2,34,46,17,15,17,31,0.5,0.32608695652173914,50.0,32.608695652173914,0.17391304347826086,17.391304347826086,0.4838709677419355,2.463768115942028,1.0,13.6,Pearson chi-square,0.11649900682048649,1.0,0.2541796512446978
between_year_num_within_dataset_clean,year_num,2023,2025,dataset_clean,spam_archive,Qwen,label,P2,46,46,17,10,29,36,0.3695652173913043,0.21739130434782608,36.95652173913043,21.73913043478261,0.15217391304347824,15.217391304347824,0.4738562091503268,2.5686609686609687,1.0,13.5,Pearson chi-square,0.10899996094280841,1.0,0.2002363607500044
between_dataset_clean_within_obfuscation_clean,dataset_clean,nazario,spam_archive,obfuscation_clean,no,Qwen,evidence,P2,34,46,30,34,4,12,0.8823529411764706,0.7391304347826086,88.23529411764706,73.91304347826086,0.14322250639386191,14.32225063938619,0.37777777777777777,2.506393861892583,1.0,6.8,Pearson chi-square,0.11338512495420265,1.0,0.2541796512446978
between_year_num_within_obfuscation_clean,year_num,2023,2025,obfuscation_clean,no,Llama,guided,P1,40,40,33,28,7,12,0.825,0.7,82.5,70.0,0.125,12.5,0.494949494949495,1.7256255392579813,1.0,9.5,Pearson chi-square,0.18897052209014517,1.0,0.2833741091373257
between_dataset_clean_within_obfuscation_clean,dataset_clean,nazario,spam_archive,obfuscation_clean,yes,Qwen,guided,P1,34,46,30,35,4,11,0.8823529411764706,0.7608695652173914,88.23529411764706,76.08695652173914,0.12148337595907921,12.148337595907922,0.42424242424242425,1.8938946816184665,1.0,6.375,Pearson chi-square,0.1687632934506521,1.0,0.32941374571660265
between_dataset_clean_within_obfuscation_clean,dataset_clean,nazario,spam_archive,obfuscation_clean,no,Llama,label,P2,34,46,24,27,10,19,0.7058823529411765,0.5869565217391305,70.58823529411765,58.69565217391305,0.11892583120204603,11.892583120204602,0.5921052631578947,1.1964951780165274,1.0,12.325,Pearson chi-square,0.2740233061993451,1.0,0.36536440826579347
between_dataset_clean_within_obfuscation_clean,dataset_clean,nazario,spam_archive,obfuscation_clean,no,Llama,label,P1,34,46,29,34,5,12,0.8529411764705882,0.7391304347826086,85.29411764705883,73.91304347826086,0.11381074168797956,11.381074168797955,0.4885057471264368,1.513225921229532,1.0,7.225,Pearson chi-square,0.21864749855881324,1.0,0.32941374571660265
between_year_num_within_dataset_clean,year_num,2023,2025,dataset_clean,spam_archive,Llama,evidence,P2,46,46,45,40,1,6,0.9782608695652174,0.8695652173913043,97.82608695652173,86.95652173913044,0.10869565217391308,10.869565217391308,0.14814814814814814,3.865546218487395,1.0,3.5,Fisher exact,0.11058623670014602,1.0,0.2002363607500044
between_dataset_clean_within_obfuscation_clean,dataset_clean,nazario,spam_archive,obfuscation_clean,yes,Llama,label,P1,34,46,33,40,1,6,0.9705882352941176,0.8695652173913043,97.05882352941177,86.95652173913044,0.10102301790281332,10.10230179028133,0.20202020202020202,2.4988863919599997,1.0,2.975,Fisher exact,0.22892716705841293,1.0,0.32941374571660265
between_year_num_within_obfuscation_clean,year_num,2023,2025,obfuscation_clean,no,Llama,evidence,P2,40,40,39,35,1,5,0.975,0.875,97.5,87.5,0.09999999999999998,9.999999999999998,0.1794871794871795,2.8828828828828827,1.0,3.0,Fisher exact,0.20072332730560571,1.0,0.2833741091373257
between_year_num_within_obfuscation_clean,year_num,2023,2025,obfuscation_clean,yes,Qwen,evidence,P1,40,40,39,35,1,5,0.975,0.875,97.5,87.5,0.09999999999999998,9.999999999999998,0.1794871794871795,2.8828828828828827,1.0,3.0,Fisher exact,0.20072332730560571,1.0,0.2833741091373257
between_year_num_within_dataset_clean,year_num,2023,2025,dataset_clean,nazario,Llama,label,P2,34,34,29,26,5,8,0.8529411764705882,0.7647058823529411,85.29411764705883,76.47058823529412,0.08823529411764708,8.823529411764708,0.5603448275862069,0.8559440559440559,1.0,6.5,Pearson chi-square,0.3548762134355925,1.0,0.5323143201533888
between_obfuscation_clean_within_dataset_clean,obfuscation_clean,no,yes,dataset_clean,nazario,Qwen,evidence,P2,34,34,30,27,4,7,0.8823529411764706,0.7941176470588235,88.23529411764706,79.41176470588235,0.08823529411764708,8.823529411764708,0.5142857142857142,0.9760765550239234,1.0,5.5,Pearson chi-square,0.32316936489845266,1.0,0.484754047347679
between_year_num_within_dataset_clean,year_num,2023,2025,dataset_clean,spam_archive,Llama,evidence,P1,46,46,46,42,0,4,1.0,0.9130434782608695,100.0,91.30434782608695,0.08695652173913049,8.695652173913048,0.0,4.181818181818182,1.0,2.0,Fisher exact,0.1168045437708359,1.0,0.2002363607500044
between_dataset_clean_within_year_num,dataset_clean,nazario,spam_archive,year_num,2023,Qwen,guided,P2,34,46,25,30,9,16,0.7352941176470589,0.6521739130434783,73.52941176470588,65.21739130434783,0.0831202046035806,8.31202046035806,0.675,0.6286910020925367,1.0,10.625,Pearson chi-square,0.42783586978723287,1.0,0.6845373916595726
between_dataset_clean_within_obfuscation_clean,dataset_clean,nazario,spam_archive,obfuscation_clean,yes,Qwen,evidence,P1,34,46,33,41,1,5,0.9705882352941176,0.8913043478260869,97.05882352941177,89.13043478260869,0.07928388746803072,7.928388746803073,0.24848484848484848,1.7713877560424869,1.0,2.55,Fisher exact,0.2333347365492602,1.0,0.32941374571660265
between_year_num_within_obfuscation_clean,year_num,2023,2025,obfuscation_clean,no,Qwen,guided,P1,40,40,27,24,13,16,0.675,0.6,67.5,60.0,0.07500000000000007,7.500000000000007,0.7222222222222222,0.486815415821501,1.0,14.5,Pearson chi-square,0.4853513240525321,1.0,0.6471350987367095
between_obfuscation_clean_within_year_num,obfuscation_clean,no,yes,year_num,2023,Qwen,evidence,P2,40,40,33,30,7,10,0.825,0.75,82.5,75.0,0.07499999999999996,7.499999999999996,0.6363636363636364,0.6722689075630253,1.0,8.5,Pearson chi-square,0.41226167931429814,1.0,0.520751594923324
between_obfuscation_clean_within_dataset_clean,obfuscation_clean,no,yes,dataset_clean,spam_archive,Qwen,label,P2,46,46,15,12,31,34,0.32608695652173914,0.2608695652173913,32.608695652173914,26.08695652173913,0.06521739130434784,6.521739130434784,0.7294117647058823,0.4717948717948718,1.0,13.5,Pearson chi-square,0.4921626004427283,1.0,0.5905951205312739
between_year_num_within_dataset_clean,year_num,2023,2025,dataset_clean,nazario,Qwen,label,P2,34,34,19,17,15,17,0.5588235294117647,0.5,55.88235294117647,50.0,0.05882352941176472,5.882352941176472,0.7894736842105263,0.2361111111111111,1.0,16.0,Pearson chi-square,0.627029093446337,1.0,0.8852175436889462
between_dataset_clean_within_year_num,dataset_clean,nazario,spam_archive,year_num,2025,Llama,evidence,P1,34,46,33,42,1,4,0.9705882352941176,0.9130434782608695,97.05882352941177,91.30434782608695,0.05754475703324813,5.754475703324813,0.3181818181818182,1.1048593350383633,1.0,2.125,Fisher exact,0.38812769508972045,1.0,0.6653617630109493
between_dataset_clean_within_obfuscation_clean,dataset_clean,nazario,spam_archive,obfuscation_clean,no,Llama,evidence,P1,34,46,33,42,1,4,0.9705882352941176,0.9130434782608695,97.05882352941177,91.30434782608695,0.05754475703324813,5.754475703324813,0.3181818181818182,1.1048593350383633,1.0,2.125,Fisher exact,0.38812769508972045,1.0,0.49026656221859427
between_dataset_clean_within_obfuscation_clean,dataset_clean,nazario,spam_archive,obfuscation_clean,no,Llama,guided,P1,34,46,27,34,7,12,0.7941176470588235,0.7391304347826086,79.41176470588235,73.91304347826086,0.054987212276214836,5.498721227621484,0.7345679012345679,0.32641244215734067,1.0,8.075,Pearson chi-square,0.5677792475666162,1.0,0.6813350970799394
between_year_num_within_obfuscation_clean,year_num,2023,2025,obfuscation_clean,no,Llama,guided,P2,40,40,32,30,8,10,0.8,0.75,80.0,75.0,0.050000000000000044,5.000000000000004,0.75,0.2867383512544802,1.0,9.0,Pearson chi-square,0.59231829309636,1.0,0.6769351921101256
between_year_num_within_obfuscation_clean,year_num,2023,2025,obfuscation_clean,no,Qwen,evidence,P1,40,40,32,30,8,10,0.8,0.75,80.0,75.0,0.050000000000000044,5.000000000000004,0.75,0.2867383512544802,1.0,9.0,Pearson chi-square,0.59231829309636,1.0,0.6769351921101256
between_dataset_clean_within_year_num,dataset_clean,nazario,spam_archive,year_num,2025,Qwen,label,P1,34,46,16,24,18,22,0.47058823529411764,0.5217391304347826,47.05882352941176,52.17391304347826,-0.051150895140664954,-5.115089514066495,1.2272727272727273,0.20460358056265984,1.0,17.0,Pearson chi-square,0.651030349951183,1.0,0.7918616674890575
between_year_num_within_dataset_clean,year_num,2023,2025,dataset_clean,nazario,Llama,label,P1,34,34,30,32,4,2,0.8823529411764706,0.9411764705882353,88.23529411764706,94.11764705882352,-0.05882352941176472,-5.882352941176472,2.1333333333333333,0.7311827956989247,1.0,3.0,Fisher exact,0.6728445683669567,1.0,0.8956372976822929
between_year_num_within_dataset_clean,year_num,2023,2025,dataset_clean,nazario,Qwen,evidence,P1,34,34,29,31,5,3,0.8529411764705882,0.9117647058823529,85.29411764705883,91.17647058823529,-0.05882352941176472,-5.882352941176472,1.7816091954022988,0.5666666666666667,1.0,4.0,Fisher exact,0.7090461939984819,1.0,0.8956372976822929
between_obfuscation_clean_within_dataset_clean,obfuscation_clean,no,yes,dataset_clean,nazario,Qwen,label,P2,34,34,17,19,17,15,0.5,0.5588235294117647,50.0,55.88235294117647,-0.05882352941176472,-5.882352941176472,1.2666666666666666,0.2361111111111111,1.0,16.0,Pearson chi-square,0.627029093446337,1.0,0.7166046782243851
between_dataset_clean_within_year_num,dataset_clean,nazario,spam_archive,year_num,2023,Qwen,evidence,P1,34,46,29,42,5,4,0.8529411764705882,0.9130434782608695,85.29411764705883,91.30434782608695,-0.06010230179028131,-6.010230179028131,1.8103448275862069,0.7073072135569881,1.0,3.825,Fisher exact,0.48416999096454805,1.0,0.7262549864468221
between_obfuscation_clean_within_dataset_clean,obfuscation_clean,no,yes,dataset_clean,spam_archive,Llama,guided,P1,46,46,34,37,12,9,0.7391304347826086,0.8043478260869565,73.91304347826086,80.43478260869566,-0.0652173913043479,-6.521739130434789,1.4509803921568627,0.5553319919517102,1.0,10.5,Pearson chi-square,0.4561471923851703,1.0,0.5905951205312739
between_obfuscation_clean_within_dataset_clean,obfuscation_clean,no,yes,dataset_clean,spam_archive,Llama,guided,P2,46,46,32,35,14,11,0.6956521739130435,0.7608695652173914,69.56521739130434,76.08695652173914,-0.0652173913043479,-6.521739130434789,1.3920454545454546,0.49432835820895515,1.0,12.5,Pearson chi-square,0.4820028499548411,1.0,0.5905951205312739
between_obfuscation_clean_within_year_num,obfuscation_clean,no,yes,year_num,2025,Llama,guided,P1,40,40,28,31,12,9,0.7,0.775,70.0,77.5,-0.07500000000000007,-7.500000000000007,1.4761904761904763,0.5811138014527845,1.0,10.5,Pearson chi-square,0.4458760772042547,1.0,0.5350512926451056
between_obfuscation_clean_within_dataset_clean,obfuscation_clean,no,yes,dataset_clean,spam_archive,Llama,evidence,P1,46,46,42,46,4,0,0.9130434782608695,1.0,91.30434782608695,100.0,-0.08695652173913049,-8.695652173913048,inf,4.181818181818182,1.0,2.0,Fisher exact,0.1168045437708359,1.0,0.22631868150937454
between_obfuscation_clean_within_dataset_clean,obfuscation_clean,no,yes,dataset_clean,nazario,Llama,guided,P2,34,34,30,33,4,1,0.8823529411764706,0.9705882352941176,88.23529411764706,97.05882352941177,-0.08823529411764708,-8.823529411764708,4.4,1.9428571428571428,1.0,2.5,Fisher exact,0.35591274397244554,1.0,0.5024650503140408
between_dataset_clean_within_year_num,dataset_clean,nazario,spam_archive,year_num,2023,Llama,label,P1,34,46,30,45,4,1,0.8823529411764706,0.9782608695652174,88.23529411764706,97.82608695652173,-0.09590792838874684,-9.590792838874684,6.0,3.069053708439897,1.0,2.125,Fisher exact,0.15733375551829917,1.0,0.290462317879937
between_obfuscation_clean_within_year_num,obfuscation_clean,no,yes,year_num,2025,Llama,evidence,P2,40,40,35,39,5,1,0.875,0.975,87.5,97.5,-0.09999999999999998,-9.999999999999998,5.571428571428571,2.8828828828828827,1.0,3.0,Fisher exact,0.20072332730560571,1.0,0.2833741091373257
between_obfuscation_clean_within_dataset_clean,obfuscation_clean,no,yes,dataset_clean,spam_archive,Llama,evidence,P2,46,46,40,45,6,1,0.8695652173913043,0.9782608695652174,86.95652173913044,97.82608695652173,-0.10869565217391308,-10.869565217391308,6.75,3.865546218487395,1.0,3.5,Fisher exact,0.11058623670014602,1.0,0.22631868150937454
between_year_num_within_dataset_clean,year_num,2023,2025,dataset_clean,nazario,Qwen,guided,P2,34,34,25,29,9,5,0.7352941176470589,0.8529411764705882,73.52941176470588,85.29411764705883,-0.11764705882352933,-11.764705882352933,2.088,1.439153439153439,1.0,7.0,Pearson chi-square,0.23027638151205124,1.0,0.368442210419282
between_obfuscation_clean_within_dataset_clean,obfuscation_clean,no,yes,dataset_clean,nazario,Llama,label,P1,34,34,29,33,5,1,0.8529411764705882,0.9705882352941176,85.29411764705883,97.05882352941177,-0.11764705882352944,-11.764705882352944,5.689655172413793,2.924731182795699,1.0,3.0,Fisher exact,0.19744683177519007,1.0,0.3159149308403041
between_obfuscation_clean_within_year_num,obfuscation_clean,no,yes,year_num,2025,Llama,label,P1,40,40,28,33,12,7,0.7,0.825,70.0,82.5,-0.125,-12.5,2.020408163265306,1.7256255392579813,1.0,9.5,Pearson chi-square,0.18897052209014517,1.0,0.2833741091373257
between_obfuscation_clean_within_year_num,obfuscation_clean,no,yes,year_num,2025,Qwen,evidence,P1,40,40,30,35,10,5,0.75,0.875,75.0,87.5,-0.125,-12.5,2.3333333333333335,2.0512820512820515,1.0,7.5,Pearson chi-square,0.1520780807929711,1.0,0.26070528135937904
between_obfuscation_clean_within_year_num,obfuscation_clean,no,yes,year_num,2025,Qwen,guided,P1,40,40,24,29,16,11,0.6,0.725,60.0,72.5,-0.125,-12.5,1.7575757575757576,1.397624039133473,1.0,13.5,Pearson chi-square,0.23712178929355565,1.0,0.31616238572474087
between_dataset_clean_within_obfuscation_clean,dataset_clean,nazario,spam_archive,obfuscation_clean,yes,Qwen,label,P1,34,46,23,37,11,9,0.6764705882352942,0.8043478260869565,67.64705882352942,80.43478260869566,-0.12787723785166238,-12.78772378516624,1.9661835748792271,1.7050298380221653,1.0,8.5,Pearson chi-square,0.19163149552041053,1.0,0.32941374571660265
between_obfuscation_clean_within_dataset_clean,obfuscation_clean,no,yes,dataset_clean,spam_archive,Qwen,evidence,P1,46,46,35,41,11,5,0.7608695652173914,0.8913043478260869,76.08695652173914,89.13043478260869,-0.13043478260869557,-13.043478260869556,2.577142857142857,2.723684210526316,1.0,8.0,Pearson chi-square,0.09886956988957635,1.0,0.22631868150937454
between_obfuscation_clean_within_dataset_clean,obfuscation_clean,no,yes,dataset_clean,spam_archive,Llama,label,P1,46,46,34,40,12,6,0.7391304347826086,0.8695652173913043,73.91304347826086,86.95652173913044,-0.13043478260869568,-13.043478260869568,2.3529411764705883,2.4864864864864864,1.0,9.0,Pearson chi-square,0.11482781317808538,1.0,0.22631868150937454
between_obfuscation_clean_within_dataset_clean,obfuscation_clean,no,yes,dataset_clean,spam_archive,Qwen,guided,P1,46,46,29,35,17,11,0.6304347826086957,0.7608695652173914,63.04347826086957,76.08695652173914,-0.13043478260869568,-13.043478260869568,1.865203761755486,1.8482142857142858,1.0,14.0,Pearson chi-square,0.17399122641359344,1.0,0.29827067385187445
between_dataset_clean_within_obfuscation_clean,dataset_clean,nazario,spam_archive,obfuscation_clean,no,Qwen,label,P1,34,46,16,28,18,18,0.47058823529411764,0.6086956521739131,47.05882352941176,60.86956521739131,-0.13810741687979544,-13.810741687979544,1.75,1.5066263659614036,1.0,15.3,Pearson chi-square,0.2196545955647517,1.0,0.32941374571660265
between_year_num_within_dataset_clean,year_num,2023,2025,dataset_clean,nazario,Qwen,evidence,P2,34,34,26,31,8,3,0.7647058823529411,0.9117647058823529,76.47058823529412,91.17647058823529,-0.1470588235294118,-14.70588235294118,3.1794871794871793,2.711323763955343,1.0,5.5,Pearson chi-square,0.09963827916256612,1.0,0.2002363607500044
between_obfuscation_clean_within_year_num,obfuscation_clean,no,yes,year_num,2025,Llama,label,P2,40,40,22,28,18,12,0.55,0.7,55.00000000000001,70.0,-0.1499999999999999,-14.999999999999991,1.9090909090909092,1.92,1.0,15.0,Pearson chi-square,0.16585666034290605,1.0,0.26537065654864966
between_year_num_within_obfuscation_clean,year_num,2023,2025,obfuscation_clean,no,Qwen,label,P2,40,40,13,19,27,21,0.325,0.475,32.5,47.5,-0.14999999999999997,-14.999999999999996,1.879120879120879,1.875,1.0,16.0,Pearson chi-square,0.17090352023079358,1.0,0.2833741091373257
between_obfuscation_clean_within_year_num,obfuscation_clean,no,yes,year_num,2023,Qwen,label,P1,40,40,29,35,11,5,0.725,0.875,72.5,87.5,-0.15000000000000002,-15.000000000000002,2.6551724137931036,2.8125,1.0,8.0,Pearson chi-square,0.09353251268909288,1.0,0.17267540804140225
between_obfuscation_clean_within_dataset_clean,obfuscation_clean,no,yes,dataset_clean,spam_archive,Llama,label,P2,46,46,27,34,19,12,0.5869565217391305,0.7391304347826086,58.69565217391305,73.91304347826086,-0.15217391304347816,-15.217391304347816,1.9938271604938271,2.383923849814913,1.0,15.5,Pearson chi-square,0.12258928581757787,1.0,0.22631868150937454
between_obfuscation_clean_within_dataset_clean,obfuscation_clean,no,yes,dataset_clean,nazario,Llama,guided,P1,34,34,27,33,7,1,0.7941176470588235,0.9705882352941176,79.41176470588235,97.05882352941177,-0.17647058823529416,-17.647058823529417,8.555555555555555,5.1,1.0,4.0,Fisher exact,0.054400130495065674,1.0,0.18651473312593944
between_obfuscation_clean_within_dataset_clean,obfuscation_clean,no,yes,dataset_clean,nazario,Qwen,evidence,P1,34,34,27,33,7,1,0.7941176470588235,0.9705882352941176,79.41176470588235,97.05882352941177,-0.17647058823529416,-17.647058823529417,8.555555555555555,5.1,1.0,4.0,Fisher exact,0.054400130495065674,1.0,0.18651473312593944
between_obfuscation_clean_within_dataset_clean,obfuscation_clean,no,yes,dataset_clean,nazario,Qwen,label,P1,34,34,16,23,18,11,0.47058823529411764,0.6764705882352942,47.05882352941176,67.64705882352942,-0.20588235294117652,-20.588235294117652,2.352272727272727,2.9460654288240495,1.0,14.5,Pearson chi-square,0.08608691352059851,1.0,0.22631868150937454
